weapon,attack,targets,skaven_slave,skaven_clan_rat_with_shield,skaven_clan_rat,skaven_loot_rat,chaos_zombie,chaos_fanatic,chaos_marauder_with_shield,chaos_marauder,skaven_storm_vermin_with_shield,skaven_storm_vermin_commander,skaven_storm_vermin,skaven_plague_monk,chaos_berzerker,chaos_raider,chaos_warrior,skaven_gutter_runner,skaven_ratling_gunner,skaven_warpfire_thrower,skaven_poison_wind_globadier,skaven_pack_master,chaos_tentacle_sorcerer,chaos_corruptor_sorcerer,chaos_plague_sorcerer,chaos_vortex_sorcerer,chaos_tentacle,
Elf_dual_wield_swords_template_1,light_attack_left,3+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_dual_wield_swords_template_1,light_attack_right,1,0,1.00,1.00,0.11,1.00,0.20,0.04,0.04,0,0,0,0.16,0.03,0.09,0,0.20,0,0,0.14,0.11,0.17,0.14,0.11,0.09,0.01,
Elf_dual_wield_swords_template_1,light_attack_right,2,0.50,0.50,0.50,0.07,0.50,0.20,0.11,0.11,0,0,0,0.04,0.08,0.06,0,0.03,0,0,0.09,0.07,0.17,0.09,0.07,0.06,0.02,
Elf_dual_wield_swords_template_1,light_attack_right,3+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_dual_wield_swords_template_1,light_attack_up_left,1,0,1.00,1.00,0.11,1.00,0.20,0.04,0.04,0,0,0,0.16,0.03,0.09,0,0.20,0,0,0.14,0.11,0.17,0.14,0.11,0.09,0.01,
Elf_dual_wield_swords_template_1,light_attack_up_left,2,0.50,0.50,0.50,0.07,0.50,0.20,0.11,0.11,0,0,0,0.04,0.08,0.06,0,0.03,0,0,0.09,0.07,0.17,0.09,0.07,0.06,0.02,
Elf_dual_wield_swords_template_1,light_attack_up_left,3+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_dual_wield_swords_template_1,light_attack_up_right,1,0,1.00,1.00,0.11,1.00,0.20,0.04,0.04,0,0,0,0.16,0.03,0.09,0,0.20,0,0,0.14,0.11,0.17,0.14,0.11,0.09,0.01,
Elf_dual_wield_swords_template_1,light_attack_up_right,2,0.50,0.50,0.50,0.07,0.50,0.20,0.11,0.11,0,0,0,0.04,0.08,0.06,0,0.03,0,0,0.09,0.07,0.17,0.09,0.07,0.06,0.02,
Elf_dual_wield_swords_template_1,light_attack_up_right,3+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_dual_wield_swords_template_1,push_stab,1+,0,0.33,0.33,0.11,0.33,0.60,0.16,0.16,0.04,0.01,0.01,0.02,0.06,0.14,0.00,0.07,0.01,0.01,0.07,0.12,0.03,0.01,0.11,0.14,0.02,
Elf_dual_wield_swords_template_1,heavy_attack,1,0.36,0.36,0.36,0.05,0.36,0.09,0.01,0.01,0.03,0.04,0.04,0.05,0.09,0.02,0.01,0.09,0.04,0.04,0.09,0.05,0.06,0.09,0.05,0.02,0.01,
Elf_dual_wield_swords_template_1,heavy_attack,2+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0.03,0.03,0.03,0.02,0.06,0.01,0.01,0.06,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_dual_wield_swords_template_1,heavy_attack_2,1,0.36,0.36,0.36,0.05,0.36,0.09,0.01,0.01,0.03,0.04,0.04,0.05,0.09,0.02,0.01,0.09,0.04,0.04,0.09,0.05,0.06,0.09,0.05,0.02,0.01,
Elf_dual_wield_swords_template_1,heavy_attack_2,2+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0.03,0.03,0.03,0.02,0.06,0.01,0.01,0.06,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_two_handed_axes_template_2,light_attack_left_upward,1,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0.14,0.11,0.11,0.24,0.03,0.07,0.04,0.29,0.03,0.03,0.07,0.19,0.11,0.14,0.07,0.07,0.08,
Elf_two_handed_axes_template_2,light_attack_left_upward,2,0,1.00,1.00,0.11,1.00,0.20,0.04,0.04,0,0,0,0.04,0.08,0.09,0,0.20,0,0,0.14,0.20,0.12,0.07,0.11,0.09,0.02,
Elf_two_handed_axes_template_2,light_attack_left_upward,3,0.50,0.50,0.50,0.07,0.50,0.20,0.11,0.11,0,0,0,0.02,0.06,0.06,0,0.03,0,0,0.09,0.10,0.03,0.01,0.07,0.06,0.00,
Elf_two_handed_axes_template_2,light_attack_left_upward,4+,1.00,0.33,0.33,0.05,0.33,0.20,0.04,0.04,0,0,0,0.07,0.04,0.04,0,0.07,0,0,0.07,0.09,0.08,0.03,0.05,0.04,0.02,
Elf_two_handed_axes_template_2,light_attack_right_upward,1,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0.14,0.11,0.11,0.24,0.03,0.07,0.04,0.29,0.03,0.03,0.07,0.19,0.11,0.14,0.07,0.07,0.08,
Elf_two_handed_axes_template_2,light_attack_right_upward,2,0,1.00,1.00,0.11,1.00,0.20,0.04,0.04,0,0,0,0.04,0.08,0.09,0,0.20,0,0,0.14,0.20,0.12,0.07,0.11,0.09,0.02,
Elf_two_handed_axes_template_2,light_attack_right_upward,3,0.50,0.50,0.50,0.07,0.50,0.20,0.11,0.11,0,0,0,0.02,0.06,0.06,0,0.03,0,0,0.09,0.10,0.03,0.01,0.07,0.06,0.00,
Elf_two_handed_axes_template_2,light_attack_right_upward,4+,1.00,0.33,0.33,0.05,0.33,0.20,0.04,0.04,0,0,0,0.07,0.04,0.04,0,0.07,0,0,0.07,0.09,0.08,0.03,0.05,0.04,0.02,
Elf_two_handed_axes_template_2,light_attack_left,1,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0.14,0.11,0.11,0.24,0.03,0.07,0.04,0.29,0.03,0.03,0.07,0.19,0.11,0.14,0.07,0.07,0.08,
Elf_two_handed_axes_template_2,light_attack_left,2,0,1.00,1.00,0.11,1.00,0.20,0.04,0.04,0,0,0,0.04,0.08,0.09,0,0.20,0,0,0.14,0.20,0.12,0.07,0.11,0.09,0.02,
Elf_two_handed_axes_template_2,light_attack_left,3,0.50,0.50,0.50,0.07,0.50,0.20,0.11,0.11,0,0,0,0.02,0.06,0.06,0,0.03,0,0,0.09,0.10,0.03,0.01,0.07,0.06,0.00,
Elf_two_handed_axes_template_2,light_attack_left,4+,1.00,0.33,0.33,0.05,0.33,0.20,0.04,0.04,0,0,0,0.07,0.04,0.04,0,0.07,0,0,0.07,0.09,0.08,0.03,0.05,0.04,0.02,
Elf_two_handed_axes_template_2,light_attack_bopp,1,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0.14,0.11,0.11,0.24,0.03,0.07,0.04,0.29,0.03,0.03,0.07,0.19,0.11,0.14,0.07,0.07,0.08,
Elf_two_handed_axes_template_2,light_attack_bopp,2,0,1.00,1.00,0.11,1.00,0.20,0.04,0.04,0,0,0,0.04,0.08,0.09,0,0.20,0,0,0.14,0.20,0.12,0.07,0.11,0.09,0.02,
Elf_two_handed_axes_template_2,light_attack_bopp,3,0.50,0.50,0.50,0.07,0.50,0.20,0.11,0.11,0,0,0,0.02,0.06,0.06,0,0.03,0,0,0.09,0.10,0.03,0.01,0.07,0.06,0.00,
Elf_two_handed_axes_template_2,light_attack_bopp,4+,1.00,0.33,0.33,0.05,0.33,0.20,0.04,0.04,0,0,0,0.07,0.04,0.04,0,0.07,0,0,0.07,0.09,0.08,0.03,0.05,0.04,0.02,
Elf_two_handed_axes_template_2,heavy_attack_down_first,1+,0,0,0,0.03,0,0,0.07,0.07,0.38,0.34,0.34,0.26,0.31,0.23,0.10,0.97,0.24,0.24,0.10,0.38,0.27,0.09,0.03,0.23,0.07,
Elf_two_handed_axes_template_2,heavy_attack_down_second,1+,0,0,0,0.03,0,0,0.07,0.07,0.10,0.07,0.07,0.91,0.98,0.23,0.10,0,0.97,0.97,0.64,0.37,0.28,0.10,0.03,0.23,0.25,
Elf_two_handed_spears_elf_template_1,light_attack_left,1+,0,0.33,0.33,0.11,0.33,0.60,0.16,0.16,0,0,0,0.02,0.06,0.14,0,0.07,0,0,0.07,0.12,0.03,0.01,0.11,0.14,0.02,
Elf_two_handed_spears_elf_template_1,light_attack_stab_1,1+,0,0.33,0.33,0.11,0.33,0.60,0.16,0.16,0,0,0,0.02,0.06,0.14,0,0.07,0,0,0.07,0.12,0.03,0.01,0.11,0.14,0.02,
Elf_two_handed_spears_elf_template_1,light_attack_right,1,0,0.54,0.54,0.10,0.54,0.85,0.33,0.33,0,0,0,0.07,0.11,0.03,0,0.23,0,0,0.03,0.10,0.20,0.03,0.10,0.03,0.00,
Elf_two_handed_spears_elf_template_1,light_attack_right,2,0.07,0.07,0.07,0.07,0.07,0.29,0.11,0.11,0,0,0,0.06,0.10,0.07,0,0.03,0,0,0.07,0.07,0.25,0.07,0.07,0.07,0.01,
Elf_two_handed_spears_elf_template_1,light_attack_right,3,0.36,0.36,0.36,0.05,0.36,0.09,0.01,0.01,0,0,0,0.05,0.09,0.02,0,0.09,0,0,0.09,0.05,0.06,0.09,0.05,0.02,0.01,
Elf_two_handed_spears_elf_template_1,light_attack_right,4+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_two_handed_spears_elf_template_1,light_attack_stab_2,1+,0,0.33,0.33,0.11,0.33,0.60,0.16,0.16,0,0,0,0.02,0.06,0.14,0,0.07,0,0,0.07,0.12,0.03,0.01,0.11,0.14,0.02,
Elf_two_handed_spears_elf_template_1,light_attack_bopp,1,0,0.54,0.54,0.10,0.54,0.85,0.33,0.33,0,0,0,0.07,0.11,0.03,0,0.23,0,0,0.03,0.10,0.20,0.03,0.10,0.03,0.00,
Elf_two_handed_spears_elf_template_1,light_attack_bopp,2,0.07,0.07,0.07,0.07,0.07,0.29,0.11,0.11,0,0,0,0.06,0.10,0.07,0,0.03,0,0,0.07,0.07,0.25,0.07,0.07,0.07,0.01,
Elf_two_handed_spears_elf_template_1,light_attack_bopp,3,0.36,0.36,0.36,0.05,0.36,0.09,0.01,0.01,0,0,0,0.05,0.09,0.02,0,0.09,0,0,0.09,0.05,0.06,0.09,0.05,0.02,0.01,
Elf_two_handed_spears_elf_template_1,light_attack_bopp,4+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_two_handed_spears_elf_template_1,heavy_attack_left,1,0,0,0,0.03,0,0,0.07,0.07,0.04,0.01,0.01,0.42,0.48,0.23,0.04,0.97,0.09,0.09,0.10,0.03,0.92,0.10,0.03,0.23,0.02,
Elf_two_handed_spears_elf_template_1,heavy_attack_left,2,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0.05,0.02,0.02,0.24,0.29,0.07,0.05,0.29,0.06,0.06,0.07,0.07,0.25,0.07,0.07,0.07,0.05,
Elf_two_handed_spears_elf_template_1,heavy_attack_left,3,0,0.76,0.76,0.10,0.76,0.06,0.15,0.15,0.07,0.04,0.04,0.02,0.06,0.06,0.03,0.06,0.03,0.03,0.01,0.10,0.03,0.01,0.10,0.06,0.00,
Elf_two_handed_spears_elf_template_1,heavy_attack_left,4,0.07,0.07,0.07,0.07,0.07,0.29,0.11,0.11,0.05,0.03,0.03,0.06,0.10,0.07,0.03,0.03,0.06,0.06,0.07,0.07,0.25,0.07,0.07,0.07,0.01,
Elf_two_handed_spears_elf_template_1,heavy_attack_left,5+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0.03,0.01,0.01,0.02,0.06,0.01,0.02,0.06,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_two_handed_spears_elf_template_1,heavy_attack_stab,1+,0,0,0,0.28,0,0,1.00,1.00,0.11,0.08,0.08,0.18,0.22,0.15,0.03,0.85,0.20,0.20,0.03,0.27,0.19,0.02,0.28,0.15,0.16,
Elf_two_handed_swords_wood_elf_template,light_attack_left_upward,1,0,0.20,0.20,0.20,0.20,0.44,0.04,0.04,0,0,0,0.04,0.08,0.03,0,0.44,0,0,0.20,0.20,0.40,0.20,0.20,0.03,0.02,
Elf_two_handed_swords_wood_elf_template,light_attack_left_upward,2,0.07,0.07,0.07,0.07,0.07,0.29,0.11,0.11,0,0,0,0.06,0.10,0.07,0,0.03,0,0,0.07,0.07,0.25,0.07,0.07,0.07,0.01,
Elf_two_handed_swords_wood_elf_template,light_attack_left_upward,3,0.36,0.36,0.36,0.05,0.36,0.09,0.01,0.01,0,0,0,0.05,0.09,0.02,0,0.09,0,0,0.09,0.05,0.06,0.09,0.05,0.02,0.01,
Elf_two_handed_swords_wood_elf_template,light_attack_left_upward,4+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_two_handed_swords_wood_elf_template,light_attack_right_upward,1,0,0.20,0.20,0.20,0.20,0.44,0.04,0.04,0,0,0,0.04,0.08,0.03,0,0.44,0,0,0.20,0.20,0.40,0.20,0.20,0.03,0.02,
Elf_two_handed_swords_wood_elf_template,light_attack_right_upward,2,0.07,0.07,0.07,0.07,0.07,0.29,0.11,0.11,0,0,0,0.06,0.10,0.07,0,0.03,0,0,0.07,0.07,0.25,0.07,0.07,0.07,0.01,
Elf_two_handed_swords_wood_elf_template,light_attack_right_upward,3,0.36,0.36,0.36,0.05,0.36,0.09,0.01,0.01,0,0,0,0.05,0.09,0.02,0,0.09,0,0,0.09,0.05,0.06,0.09,0.05,0.02,0.01,
Elf_two_handed_swords_wood_elf_template,light_attack_right_upward,4+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_two_handed_swords_wood_elf_template,light_attack_bopp,1,0,0.20,0.20,0.20,0.20,0.44,0.04,0.04,0,0,0,0.04,0.08,0.03,0,0.44,0,0,0.20,0.20,0.40,0.20,0.20,0.03,0.02,
Elf_two_handed_swords_wood_elf_template,light_attack_bopp,2,0.07,0.07,0.07,0.07,0.07,0.29,0.11,0.11,0,0,0,0.06,0.10,0.07,0,0.03,0,0,0.07,0.07,0.25,0.07,0.07,0.07,0.01,
Elf_two_handed_swords_wood_elf_template,light_attack_bopp,3,0.36,0.36,0.36,0.05,0.36,0.09,0.01,0.01,0,0,0,0.05,0.09,0.02,0,0.09,0,0,0.09,0.05,0.06,0.09,0.05,0.02,0.01,
Elf_two_handed_swords_wood_elf_template,light_attack_bopp,4+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_two_handed_swords_wood_elf_template,heavy_attack_down_first,1+,0,0,0,0.28,0,0,1.00,1.00,0.11,0.08,0.08,0.18,0.22,0.15,0.03,0.85,0.20,0.20,0.03,0.27,0.19,0.02,0.28,0.15,0.16,
Elf_two_handed_swords_wood_elf_template,heavy_attack_down_second,1,0,0,0,0.21,0,0.16,0.26,0.26,0.05,0.03,0.03,0.12,0.16,0.16,0.05,0.16,0.08,0.08,0.29,0.21,0.13,0.29,0.21,0.16,0.02,
Elf_two_handed_swords_wood_elf_template,heavy_attack_down_second,2,0,0.33,0.33,0.11,0.33,0.60,0.16,0.16,0.03,0.09,0.09,0.16,0.20,0.14,0.03,0.07,0.01,0.01,0.07,0.11,0.04,0.07,0.11,0.14,0.01,
Elf_two_handed_swords_wood_elf_template,heavy_attack_down_second,3,0,0.76,0.76,0.10,0.76,0.06,0.15,0.15,0.07,0.04,0.04,0.02,0.06,0.06,0.03,0.06,0.03,0.03,0.01,0.10,0.03,0.01,0.10,0.06,0.00,
Elf_two_handed_swords_wood_elf_template,heavy_attack_down_second,4+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0.03,0.01,0.01,0.02,0.06,0.01,0.02,0.06,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_we_one_hand_sword_template_1,light_attack_left,1,0,1.00,1.00,0.11,1.00,0.20,0.04,0.04,0,0,0,0.16,0.03,0.09,0,0.20,0,0,0.14,0.11,0.17,0.14,0.11,0.09,0.01,
Elf_we_one_hand_sword_template_1,light_attack_left,2,0.50,0.50,0.50,0.07,0.50,0.20,0.11,0.11,0,0,0,0.04,0.08,0.06,0,0.03,0,0,0.09,0.07,0.17,0.09,0.07,0.06,0.02,
Elf_we_one_hand_sword_template_1,light_attack_left,3+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_we_one_hand_sword_template_1,light_attack_right,1,0,1.00,1.00,0.11,1.00,0.20,0.04,0.04,0,0,0,0.16,0.03,0.09,0,0.20,0,0,0.14,0.11,0.17,0.14,0.11,0.09,0.01,
Elf_we_one_hand_sword_template_1,light_attack_right,2,0.50,0.50,0.50,0.07,0.50,0.20,0.11,0.11,0,0,0,0.04,0.08,0.06,0,0.03,0,0,0.09,0.07,0.17,0.09,0.07,0.06,0.02,
Elf_we_one_hand_sword_template_1,light_attack_right,3+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_we_one_hand_sword_template_1,light_attack_last,1+,0,0.33,0.33,0.11,0.33,0.60,0.16,0.16,0.04,0.01,0.01,0.02,0.06,0.14,0.00,0.07,0.01,0.01,0.07,0.12,0.03,0.01,0.11,0.14,0.02,
Elf_we_one_hand_sword_template_1,light_attack_bopp,1,0,1.00,1.00,0.11,1.00,0.20,0.04,0.04,0,0,0,0.16,0.03,0.09,0,0.20,0,0,0.14,0.11,0.17,0.14,0.11,0.09,0.01,
Elf_we_one_hand_sword_template_1,light_attack_bopp,2,0.50,0.50,0.50,0.07,0.50,0.20,0.11,0.11,0,0,0,0.04,0.08,0.06,0,0.03,0,0,0.09,0.07,0.17,0.09,0.07,0.06,0.02,
Elf_we_one_hand_sword_template_1,light_attack_bopp,3+,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Elf_we_one_hand_sword_template_1,heavy_attack_left,1+,0,0,0,0.03,0,0,0.07,0.07,0.38,0.34,0.34,0.26,0.31,0.23,0.10,0.97,0.24,0.24,0.10,0.38,0.27,0.09,0.03,0.23,0.07,
Elf_we_one_hand_sword_template_1,heavy_attack_right,1+,0,0,0,0.03,0,0,0.07,0.07,0.38,0.34,0.34,0.26,0.31,0.23,0.10,0.97,0.24,0.24,0.10,0.38,0.27,0.09,0.03,0.23,0.07,
Elf_we_one_hand_sword_template_1,heavy_attack_up,1,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0.14,0.11,0.11,0.24,0.03,0.07,0.04,0.29,0.03,0.03,0.07,0.19,0.11,0.14,0.07,0.07,0.08,
Elf_we_one_hand_sword_template_1,heavy_attack_up,2,0,1.00,1.00,0.11,1.00,0.20,0.04,0.04,0,0,0,0.04,0.08,0.09,0,0.20,0,0,0.14,0.20,0.12,0.07,0.11,0.09,0.02,
Elf_we_one_hand_sword_template_1,heavy_attack_up,3,0.50,0.50,0.50,0.07,0.50,0.20,0.11,0.11,0,0,0,0.02,0.06,0.06,0,0.03,0,0,0.09,0.10,0.03,0.01,0.07,0.06,0.00,
Elf_we_one_hand_sword_template_1,heavy_attack_up,4+,1.00,0.33,0.33,0.05,0.33,0.20,0.04,0.04,0,0,0,0.07,0.04,0.04,0,0.07,0,0,0.07,0.09,0.08,0.03,0.05,0.04,0.02,
Kruber_one_handed_hammer_shield_template_1,light_attack_left,1,0,0.76,0.76,0.10,0.76,0.06,0.15,0.15,0,0,0,0.02,0.06,0.06,0,0.06,0,0,0.01,0.10,0.03,0.01,0.10,0.06,0.00,
Kruber_one_handed_hammer_shield_template_1,light_attack_left,2,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Kruber_one_handed_hammer_shield_template_1,light_attack_left,3+,0.36,0.09,0.09,0.01,0.09,0.09,0.01,0.01,0,0,0,0.05,0.03,0.02,0,0.01,0,0,0.04,0.01,0.06,0.04,0.01,0.02,0.01,
Kruber_one_handed_hammer_shield_template_1,light_attack_right,1,0,0.76,0.76,0.10,0.76,0.06,0.15,0.15,0,0,0,0.02,0.06,0.06,0,0.06,0,0,0.01,0.10,0.03,0.01,0.10,0.06,0.00,
Kruber_one_handed_hammer_shield_template_1,light_attack_right,2,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Kruber_one_handed_hammer_shield_template_1,light_attack_right,3+,0.36,0.09,0.09,0.01,0.09,0.09,0.01,0.01,0,0,0,0.05,0.03,0.02,0,0.01,0,0,0.04,0.01,0.06,0.04,0.01,0.02,0.01,
Kruber_one_handed_hammer_shield_template_1,light_attack_last,1,0,0.76,0.76,0.10,0.76,0.06,0.15,0.15,0,0,0,0.02,0.06,0.06,0,0.06,0,0,0.01,0.10,0.03,0.01,0.10,0.06,0.00,
Kruber_one_handed_hammer_shield_template_1,light_attack_last,2,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Kruber_one_handed_hammer_shield_template_1,light_attack_last,3+,0.36,0.09,0.09,0.01,0.09,0.09,0.01,0.01,0,0,0,0.05,0.03,0.02,0,0.01,0,0,0.04,0.01,0.06,0.04,0.01,0.02,0.01,
Kruber_one_handed_hammer_shield_template_1,light_attack_bopp,1,0,0.76,0.76,0.10,0.76,0.06,0.15,0.15,0,0,0,0.02,0.06,0.06,0,0.06,0,0,0.01,0.10,0.03,0.01,0.10,0.06,0.00,
Kruber_one_handed_hammer_shield_template_1,light_attack_bopp,2,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Kruber_one_handed_hammer_shield_template_1,light_attack_bopp,3+,0.36,0.09,0.09,0.01,0.09,0.09,0.01,0.01,0,0,0,0.05,0.03,0.02,0,0.01,0,0,0.04,0.01,0.06,0.04,0.01,0.02,0.01,
Kruber_one_handed_hammer_shield_template_1,heavy_attack_left,1,0,0.33,0.33,0.11,0.33,0.60,0.16,0.16,0.05,0.02,0.02,0.02,0.06,0.14,0.02,0.07,0.07,0.07,0.07,0.11,0.03,0.01,0.11,0.14,0.01,
Kruber_one_handed_hammer_shield_template_1,heavy_attack_left,2,0.36,0.36,0.36,0.05,0.36,0.09,0.01,0.01,0.03,0.03,0.03,0.02,0.06,0.02,0.01,0.09,0.03,0.03,0.09,0.05,0.03,0.01,0.05,0.02,0.01,
Kruber_one_handed_hammer_shield_template_1,heavy_attack_left,3,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0.01,0.02,0.02,0.07,0.04,0.01,0.01,0.06,0.02,0.02,0.01,0.04,0.08,0.03,0.04,0.01,0.00,
Kruber_one_handed_hammer_shield_template_1,heavy_attack_left,4+,0.36,0.09,0.09,0.01,0.09,0.09,0.01,0.01,0.01,0.01,0.01,0.04,0.04,0.02,0.01,0.01,0.01,0.01,0.04,0.01,0.03,0.03,0.01,0.02,0.01,
Kruber_one_handed_hammer_shield_template_1,heavy_attack,1+,0,0.76,0.76,0.10,0.76,0.06,0.15,0.15,0.05,0.02,0.02,0.04,0.08,0.06,0.05,0.06,0.06,0.06,0.01,0.10,0.12,0.07,0.10,0.06,0.00,
Kruber_one_handed_hammer_template_1,light_attack_left,1,0,0.76,0.76,0.10,0.76,0.06,0.15,0.15,0,0,0,0.02,0.06,0.06,0,0.06,0,0,0.01,0.10,0.03,0.01,0.10,0.06,0.00,
Kruber_one_handed_hammer_template_1,light_attack_left,2,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Kruber_one_handed_hammer_template_1,light_attack_left,3+,0.36,0.09,0.09,0.01,0.09,0.09,0.01,0.01,0,0,0,0.05,0.03,0.02,0,0.01,0,0,0.04,0.01,0.06,0.04,0.01,0.02,0.01,
Kruber_one_handed_hammer_template_1,light_attack_right,1,0,0.76,0.76,0.10,0.76,0.06,0.15,0.15,0,0,0,0.02,0.06,0.06,0,0.06,0,0,0.01,0.10,0.03,0.01,0.10,0.06,0.00,
Kruber_one_handed_hammer_template_1,light_attack_right,2,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Kruber_one_handed_hammer_template_1,light_attack_right,3+,0.36,0.09,0.09,0.01,0.09,0.09,0.01,0.01,0,0,0,0.05,0.03,0.02,0,0.01,0,0,0.04,0.01,0.06,0.04,0.01,0.02,0.01,
Kruber_one_handed_hammer_template_1,light_attack_last,1,0,0.76,0.76,0.10,0.76,0.06,0.15,0.15,0,0,0,0.02,0.06,0.06,0,0.06,0,0,0.01,0.10,0.03,0.01,0.10,0.06,0.00,
Kruber_one_handed_hammer_template_1,light_attack_last,2,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Kruber_one_handed_hammer_template_1,light_attack_last,3+,0.36,0.09,0.09,0.01,0.09,0.09,0.01,0.01,0,0,0,0.05,0.03,0.02,0,0.01,0,0,0.04,0.01,0.06,0.04,0.01,0.02,0.01,
Kruber_one_handed_hammer_template_1,light_attack_down,1+,0,0.13,0.13,0.13,0.13,0.36,0.47,0.47,0.33,0.30,0.30,0.04,0.08,0.13,0.14,0.36,0.20,0.20,0.13,0.27,0.17,0.20,0.13,0.13,0.04,
Kruber_one_handed_hammer_template_1,light_attack_bopp,1,0,0.76,0.76,0.10,0.76,0.06,0.15,0.15,0,0,0,0.02,0.06,0.06,0,0.06,0,0,0.01,0.10,0.03,0.01,0.10,0.06,0.00,
Kruber_one_handed_hammer_template_1,light_attack_bopp,2,0.76,0.18,0.18,0.04,0.18,0.06,0.02,0.02,0,0,0,0.02,0.06,0.01,0,0.06,0,0,0.01,0.04,0.03,0.01,0.04,0.01,0.00,
Kruber_one_handed_hammer_template_1,light_attack_bopp,3+,0.36,0.09,0.09,0.01,0.09,0.09,0.01,0.01,0,0,0,0.05,0.03,0.02,0,0.01,0,0,0.04,0.01,0.06,0.04,0.01,0.02,0.01,
